validAlertedResponses,age,gender,avg_happy,avg_energised,avg_focused,avg_stressed,avg_productive1h,avg_AC_10i,avg_AC_2i,avg_AC_5i,avg_BP_11i,avg_BP_13i,avg_BP_1i,avg_BP_9i,avg_EC_2i,avg_EC_5i,avg_GS_11i,avg_KP_10i,avg_SR_7m,avg_SU_3i,avg_SU_6i,avg_TL_10i,avg_TL_14i,avg_TL_6i,avg_TS_14i,avg_TS_1i,avg_AC_9m,avg_BP_4m,avg_EC_9m,avg_GS_12m,avg_GS_4m,avg_GS_7m,avg_KP_13m,avg_KP_3m,avg_KP_6m,avg_SR_12m,avg_SR_13m,avg_SR_14m,avg_SR_8m,avg_SU_12m,avg_SU_14m,avg_SU_16m,avg_TL_13m,avg_TL_16m,avg_TS_13m,avg_TS_16m,avg_TS_4m,avg_TS_8m,avg_AC_12t,avg_AC_4t,avg_AC_7t,avg_BP_5t,avg_GS_15t,avg_GS_5t,avg_GS_9m,avg_KP_4t,avg_KP_7t,avg_SU_15t,avg_TL_17t,avg_TL_1t,avg_TS_9t,avg_BA_1,avg_BA_2,avg_BA_3,avg_BA_4,avg_BA_5,avg_CE_1,avg_CE_2,avg_CE_3,avg_EE_1,avg_EE_2,avg_EE_3,avg_EE_4,avg_EE_5,avg_EE_6,avg_EE_7,avg_EE_8,avg_RC_1,avg_RC_2,avg_RC_3,avg_SA_1,avg_SA_2,avg_SA_3,avg_SA_4,avg_SA_5,avg_SA_6,avg_SA_7
8,45-54,female,0.625124998,0.8125,0.791749999,0,0.761857143,,,,,0.75,0.75,1,,,,,0.25,,,0.75,0.75,,,,,,,1,0.75,0.75,,,1,,,,0.75,,1,,,,1,,,,,,,1,0.75,,,0.75,,1,,,0.75,,,,,1,,,1,1,,,,,1,,,1,,,,,,,,,1
10,35-44,female,0.916600001,0.899900001,0.916600001,0.083499998,0.75,,,,,,1,,1,,,,,0.75,,,,,1,,,,1,0.5,,1,,,,,0.75,0.75,0.5,0.75,,1,0.75,,,,,1,,0.875,0.75,1,,,0.75,,,,,0.25,0.25,,0.25,,,,,,,,0.625,0.75,0.75,,0.75,,0.75,,,,0.75,,0.875,0.5,1,,
39,35-44,male,0.589794871,0.376051282,0.35902564,0.133499998,0.55,,0.5,0.375,,0.5,0.75,0.75,1,0.5,0.5,0.75,,0.375,0.5,0.5,,0.5,0.625,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.5,,0.5,1,0.375,0.5,0.375,0.25,0.5,0.125,0.5,,0.25,0.5,0.5,0.5,,0.75,0.5,,,0.125,0.625,0.5,0.75,,0.5,0.25,0.5,0.75,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1,0,0.5,0.625,0.5,,0.75,,0.5
36,45-54,male,0.53711111,0.569499999,0.620416666,0.269153847,0.546560001,0.75,0,,,0.375,0.5,0.666666667,0.75,0.25,0.75,0.625,0.25,0.75,0.75,0.75,0.875,0.75,,0.75,0.75,0.5,0.25,0.5,0.25,0.75,0.375,0.5,,,1,,0.25,,0.25,0.25,,0.5,0.625,0.25,0.25,0.25,,0.625,,0.25,0.5,0.75,0,0.75,0.75,0.666666667,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0.75,0.75,0.5,0.666666667,0.5,0.25,0.125,,,0,0.75,0.25,0.75,1,0.75,0.75,0.75,,0.5,0.5,,0.75
95,35-44,male,0.480715789,0.547347369,0.606947369,0.701172413,0.608275001,0.55,1,0.6,0.75,0.5,0.666666667,0.8125,0.666666667,0.6875,0.666666667,0.65,0.75,0.666666667,0.625,0.5625,0.625,0.666666667,,,0.416666667,0.5,0.25,0.416666667,0.583333333,0.5,0.6,0.5,0.666666667,0.4375,0.25,0.666666667,0.583333333,0.25,0.5,0.4375,0.625,0.166666667,0.25,0.416666667,0.583333333,0.416666667,0.5,0.5,0.333333333,0.416666667,0.375,0.5,0.45,0.4375,0.5,0.583333333,0.5,0.75,0.4375,0.35,0.25,0.375,0.5,0.666666667,0.4375,0.5,0.5,0.166666667,0.416666667,0.25,0.25,,0.25,0.333333333,0.125,0.5,0.583333333,0.6875,0.25,0.3,0.416666667,0.125,0.5,0.25,0.4
4,35-44,female,0.75,0.625,0.708250001,0.666999996,1,,,,,,,,,,,1,0.5,,,1,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.5,,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,,
178,35-44,female,0.514061798,0.434505617,0.543117977,0.388913043,0.67236207,0.75,0.75,0.7,0.7,0.35,0.75,0.8,0.75,0.75,0.75,0.916666667,0.75,0.8,0.833333333,0.625,0.8,0.85,0.666666667,0.75,0.708333333,0.75,0.6875,0.75,0.666666667,0.791666667,0.75,0.75,0.8,0.708333333,0.8,0.75,0.6,0.75,0.75,0.708333333,0.75,0.4375,0.7,0.9,0.8,0.6,0.75,0.625,0.75,0.85,0.75,0.666666667,0.666666667,0.75,0.7,0.8125,0.6,0.75,0.75,0.458333333,0.35,0.583333333,0.6875,0.541666667,0.541666667,0.5625,0.5,0.625,0.583333333,0.666666667,0.6875,0.75,0.4,0.375,0.625,0.875,1,0.791666667,0.5,0.5,0.416666667,0.583333333,0.75,0.5,0.625
18,>55,male,0.583388888,0.55561111,0.472222222,0.166799998,0.5,,0.75,0.75,0.75,,,,0.75,,0.75,,0.5,0.75,0.75,,,,0.25,,0.583333333,0.75,0.75,,0.75,0.75,0.875,0.75,0.75,,0.666666667,,,0.75,,0.75,,0.666666667,0.75,,,,0.75,0.75,1,0.5,1,0.75,0.75,0.75,0.75,,,0.5,0.75,,0.5,0.583333333,0.75,0.75,0.583333333,0.75,,0,,,0.25,0.75,0.75,0.75,0.5,,1,0.25,0.375,,0.375,0.5,0.75,0.625,0.625
32,45-54,male,0.718687501,0.624937501,0.682093753,0.424181819,0.638916666,0.75,0.75,0.75,,0.75,0.75,0.75,,1,0.75,0.75,0.916666667,1,1,0.75,0.75,0.75,0.833333333,1,0.75,0.833333333,0.75,0.75,1,0.833333333,1,0.75,0.75,1,0.875,0.875,1,,0.75,0.875,0.75,0.75,0.875,0.875,1,0.75,0.75,0.625,,0.75,0.833333333,0.75,0.833333333,,1,0.666666667,1,0.75,0.75,0.5,0.75,0.75,0.75,0.875,0.666666667,,0.75,0.75,0.75,0.875,0.75,0.75,0.75,,,1,1,0.75,0.666666667,,0.75,0.5,1,0.625,0.75
13,45-54,male,0.858846155,0.564076923,0.551153848,0.133599997,0.714285714,0.25,0.875,1,0.75,,0.75,1,1,0.75,,1,1,1,1,0.75,0.75,1,1,1,1,,1,1,,,,1,,1,1,1,1,,1,1,1,,1,1,,1,,0.75,0.875,1,,1,,1,1,,,1,,1,,0.25,,0.75,0.75,,0.75,0.5,,0.875,,1,,0.75,0.75,1,1,1,0.75,,0.75,0.5,,0.75,1
26,45-54,male,0.493538462,0.583423076,0.666615385,0.541749999,0.615307693,0.75,,0.75,,,,1,0.5,,0.75,0.75,0.5,0.5,0.875,0.75,0.5,1,0.5,0.75,0.75,0.5,,,0.625,0.75,0.625,,0.75,,,1,,,0.75,0.75,0.75,0.5,0.75,0.5,0.5,,0.625,,,0.375,0.75,0.5,0.75,0.625,0.5,,,0.5,0.5,0.375,0.5,0.75,0.75,1,0.5,0.25,0.75,0.25,,,0.625,,0.5,,0.5,1,,0.5,0.5,0.5,0.75,,0.5,0.25,
16,45-54,female,0.333499998,0.395937499,0.6354375,0.833000004,0.814777778,1,1,,1,0.75,1,1,,,,,1,1,1,1,,,1,,1,,1,1,,1,1,,,1,1,1,1,,1,,,,1,,1,,1,1,1,,1,,,,,1,,0.75,0.5,,1,1,,,1,,,1,1,1,1,,,1,1,1,,1,1,,1,1,,,
35,>55,male,0.766628572,0.709485715,0.780914286,0.233399999,0.744333335,1,1,1,,0.5,,1,0.75,1,1,1,0.5,,1,1,1,0.75,0.75,1,1,,1,1,1,,1,1,1,1,0.75,,,,1,1,,,1,,1,,1,,0.75,0.875,1,1,,1,1,0.75,,,0.75,0.625,0.875,1,,1,,,0.75,0.75,1,0.75,0.75,1,1,1,,1,1,1,0.875,1,0.75,,1,1,0.875
3,35-44,male,0.666999996,0.722333332,0.722333332,,0.75,,1,,0.75,,,,,,,,,,,,,,0.75,,,,,,,,1,,,,,0.75,1,,,,0.75,0.75,,,,,0.75,,,0.25,,,,0.5,,0.25,,,,,,0.75,,,0.75,,,,,0.75,0.25,,,,,,,0.75,,,,,,,1
46,45-54,male,0.65223913,0.594282608,0.626891303,0.391391303,0.601944443,1,0.875,0.625,0.5,0.75,,0.75,0.625,,,0.75,1,0.5,0.75,0.5,0.5,0.75,0.5,1,0.75,,0.75,0.75,,0.75,0.75,0.25,0.5,0.75,0.25,,1,,,0.625,0.5,0.5,0.5,0.75,0.75,0.5,,0.75,0.75,0.75,0.75,0.75,0.625,0.75,0.75,0.875,0.75,0.75,0.75,0,,0.25,0.375,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.625,,,0.625,0.75,1,0.5,0.5,0.625,0.75
26,>55,male,0.666692307,0.570615383,0.564153845,0.452285716,0.564076923,,0.75,,,0.375,0.75,0.75,0.75,0.5,,0.625,0.75,0.75,0.5,,,,,,0.625,0.75,0.75,0.5,0.5,0.5,0.75,,0.75,0.75,,,,,,0.75,,0.5,0.75,,,,,0.75,0.5,0.5,,0.5,0.75,0.5,0.75,0.5,0.625,,0.5,0.375,0.375,0.5,,0.625,0.25,0.25,,0.5,0.25,,0.5,0.75,,,0.5,0.75,,0.75,,0.75,,0.5,,,
5,45-54,female,0.466600001,0.399800003,0.466600001,,0.533200002,,1,,,,,,,,,,,,1,,,,,,0.75,,,1,0.5,,,,,,,0.75,1,,,0.75,,0.75,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,0.75,,,,,,,,,,0.75,,,
6,35-44,female,0.555500001,0.388999999,0.527833333,0.666999996,0.75,,0.75,,0.5,,0.75,0.75,,,,,,0.75,,,,,,,,,,,,0.75,0.75,,,,,,,0.75,,,,,,,0.75,0.75,,,,0.75,0.75,,,,1,,0.75,1,,,0.5,,,,,,,0.5,0.75,0.5,,,,,,,,0.75,,0.75,,,,0.5,1
2,35-44,female,0.166999996,0.166999996,0.25,0.333000004,0.166999996,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,0.75,,0.25,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.5
20,25-34,male,0.891550002,0.79165,0.8167,0,0.666799998,0.75,0.5,0.75,1,0.75,0.5,0.625,0.75,0.625,0.75,0.5,0.625,,,0.5,0.375,0.75,0.5,0.75,0.5,1,0.75,0.25,0.75,0.5,0.625,0.75,0.75,0.75,1,1,1,0.5,0.75,0.5,,0.75,0.75,0.625,0.625,0.5,0.625,0.375,0.75,0.5,0.5,0.625,0.5,0.75,0.75,0.25,0.5,1,0.5,0.5,0.75,,0.625,0.5,,0.625,1,0.75,0.625,0.625,0.5,0.75,0.75,0.75,1,0.75,1,0.625,1,0.75,0.5,0.75,0.75,0.75,
4,>55,female,0.416749999,0.458499998,0.375,0.388999999,,,,,,,,1,,,,0.75,,,,,0.75,0.75,,,,0.5,,0.5,,,,,,0.25,,,,,0.75,,,,,,,,,,,0.75,,,0.25,,,0.5,,0.25,,,,,,,,,,0,1,,,,0,,,1,,,,0,,,,0,
2,45-54,female,0.166999996,0.333499998,0.416500002,0.833000004,0.666999996,,,,,,,,,,0.75,,,0.5,1,,,,,,,,,,1,,,0.75,,,,,1,,,,,,,,,,,,,,,,,1,,0.5,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,
72,25-34,male,0.712930556,0.493069444,0.585638889,0.450555556,0.747290323,1,0.875,0.875,0.875,0.75,0.625,,1,0.875,0.875,0.875,0.75,0.75,0.916666667,0.875,0.75,0.75,0.5,0.75,0.75,0.75,1,1,0.583333333,0.875,0.75,0.833333333,1,0.75,0.8125,0.5,0.625,0.833333333,0.875,0.75,0.833333333,0.75,0.625,0.6875,0.75,0.833333333,0.875,0.75,0.75,0.75,0.375,0.75,0.75,0.833333333,1,1,0.75,1,0.625,0.75,0.875,0.75,1,0.75,0.75,0.75,0.875,0.5,1,1,0.75,1,,1,0.75,0.916666667,1,0.875,0.75,0.75,,0.75,0.875,0.5,0.75
2,45-54,male,0.416999996,0.333499998,0.416999996,0.166999996,0.666500002,,,,,,,,,,,,,,,,,0.75,,,0.75,0.75,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.75,,0.75,,,,0.75,,,,,,,0.75,,,,0.75,1,,,0.75,,,,,,,0.75,,,,,
18,45-54,female,0.870388889,0.768388891,0.824055556,0.090999999,0.791625001,1,1,0.5,1,,1,1,1,0.625,1,0.75,,1,1,1,1,1,1,0.875,,0.75,,0.75,1,0.75,0.833333333,1,0.833333333,0.916666667,0.25,,0.833333333,0.75,0.875,,0.75,0.75,1,,,,1,,1,1,1,,,0.916666667,1,1,,,1,,1,0.875,,,1,,1,,1,1,0.5,,1,,1,1,,0.75,,0.75,,1,1,0.75,1
87,25-34,male,0.662885057,0.622597701,0.574747126,0.325681819,0.583404761,0.916666667,0.833333333,0.916666667,0.75,0.666666667,0.6875,1,0.916666667,0.916666667,0.916666667,0.833333333,0.75,1,0.875,0.916666667,0.916666667,0.916666667,1,0.75,0.916666667,0.875,1,0.875,0.916666667,0.875,1,0.8125,0.75,0.75,0.5,0.833333333,0.75,0.8125,0.75,0.75,0.916666667,0.6875,0.875,0.5,0.8125,0.75,0.8125,0.625,0.75,0.583333333,0.3125,0.75,0.666666667,0.5,0.333333333,0.5,0.583333333,0.6875,0.666666667,0.166666667,0.333333333,0.25,0.8125,0.666666667,0.25,0.5,0.25,0.25,0.625,0.625,0.125,0.25,0.875,0.5,0.25,0.666666667,0.75,0.916666667,0.25,0.875,0.583333333,0.333333333,0.75,0.75,0.75
166,25-34,male,0.630518072,0.607415663,0.648560241,0.396513512,0.560903846,0.75,0.75,0.75,0.875,0.3,0.85,1,0.6875,0.8,0.9375,0.75,0.75,0.8125,0.85,1,0.9,0.9,0.8125,0.85,0.4375,0.2,0.583333333,0.5,0.75,0.55,0.625,0.4375,0.5625,1,0.5625,0.4375,0.8125,0.5625,0.416666667,0.416666667,0.25,0,0.916666667,0.25,0.55,0.25,0.7,0.7,0.75,0.55,0.5,0.55,0.2,0.5,0.7,0.7,0.45,0.45,0.7,0.25,0.2,0.3,0.5,1,0.5,0.5625,0.5625,0,0,0,0,0.4,0.25,0.25,0.25,0.75,0.9,0.75,0.4375,0.5,0.5,0.3125,0.375,0.5625,1
3,16-24,female,0.38866667,0.333333333,0.500333329,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.25,,,,,,,,,,,,0.75,,,,,,0.75,,0.75,,,0.25,,,,,,,,,,0.75,,,,,,,,0.25,,,,,,
195,35-44,male,0.822851285,0.802358977,0.810892311,0.03737931,0.690981817,0.75,0.75,0.75,0.8,0.833333333,0.75,0.75,0.75,0,0.5625,0.05,0.25,0.45,0.6875,0.75,0.791666667,0.4,0.7,0.8125,0.083333333,0,0.05,0,0.6,0,0,0,0,0,0.85,0,0,0.1,0.041666667,0.15,0,0.041666667,0.083333333,0,0.35,0.05,0.75,0.708333333,0.75,0.65,0.6,0.7,0,0.5,0.8,0.4,0.791666667,0.55,0.625,0,0,0,0,0.7,0.75,0.75,0.75,0.5,0.75,0.75,0.708333333,0.75,0.75,0.6875,0.75,0.05,0.8125,0,0.625,0.8,0.8,0,0.8,0.7,0.8
77,25-34,male,0.703415585,0.580064935,0.681779221,0.340039999,0.774771931,0.4375,0.6875,0.5625,0.75,0.75,0.75,1,0.75,0.5625,0.75,0.916666667,0.75,0.8125,0.75,0.5,0.75,0.75,0.375,0.75,0.75,0.416666667,0.375,0.5,1,0.4375,0.875,0.8125,0.583333333,0.4375,0.25,0.75,,0.3125,0.75,0.25,0.666666667,0.416666667,0.583333333,0.25,0.875,0.6875,0.75,0.8125,0.875,0.4375,0.5,0.666666667,0.5,0.625,0.75,0.375,0.25,0.3125,0.625,0.25,0.25,0.583333333,0.5,0.375,0.583333333,0.583333333,0.833333333,0.25,0.625,0.75,0.75,,,0.8125,0.8125,0.5,0.875,0.75,0.625,0.833333333,0.75,0.5,0.75,0.75,0.916666667
2,16-24,female,0.583499998,0.583499998,0.666500002,,0.5,,,,,,,,,,,,,,,,,,,,0.75,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25-34,female,0.888999999,0.333333333,0.833333333,0,,,,,0.75,,,,0.75,,,,,1,,,,,,,,,,,0.5,,,,0,0.5,,,,,,,,0.25,,,,,,,,0.25,0.25,,,,,,,,,0.25,,,,,,0.75,,,,,,,,,,,,,,,,,,1,
1,25-34,male,0.666999996,0.5,0.5,,0.666999996,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
19,25-34,female,0.561473683,0.631578947,0.684157895,0.416500002,0.699866668,0.75,1,,,,,1,,,0.75,0.75,0.75,1,1,1,0.5,,0.75,,0.5,,,0.75,1,,0.5,0.75,0.25,,0.5,0.5,,0.75,,0.25,,0.5,0.75,,0.75,1,0.75,,,0.5,0.75,0.75,,0.5,0.5,0.5,1,,0.5,0.5,0,0.5,0.5,0.5,,0.5,,0.5,0.75,0.75,0.5,1,0.75,,0.75,,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
31,35-44,male,0.827774196,0.795548389,0.800967743,0.16685714,0.733250001,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,1,1,0.75,1,0.75,1,1,1,1,0.75,0.75,1,0.75,1,0.75,0.75,1,0.75,1,1,0.75,1,0.875,1,1,0.75,1,1,0.75,1
68,45-54,female,0.742514708,0.676455883,0.654411765,0.087333333,0.782076923,0.5,0.875,1,0.75,0.5,0.5,0.625,0.625,0.75,0.75,0.75,0.833333333,0.875,0.75,1,0.75,1,0.75,0.875,0.625,0.5,1,0.5,0.75,0.875,1,0.75,0.75,0.75,0.875,0.75,0.5,0.916666667,0.75,0.75,0.75,0.625,0.625,0.5,0.75,1,0.75,0.833333333,0.916666667,0.75,0.875,0.75,0.5,1,0.75,0.916666667,0.625,0.75,0.75,0.5,0.5,0.75,0.916666667,1,0.75,0.75,1,0.75,0.875,0.875,0.75,0.75,0.625,0.75,1,1,1,0.875,0.75,1,1,0.625,0.875,0.75,0.916666667
2,45-54,male,0.416999996,0.166999996,0.583000004,,1,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,1,,
20,35-44,male,0.7,0.600049999,0.591600001,0.309571428,0.5,,0.5,,0.75,1,0.75,,1,,0.75,1,,1,1,0.75,,1,0.5,1,1,,0.5,0.5,1,0.5,1,0.5,0.5,0.75,1,1,1,0.75,0.75,,,0.75,0.75,,1,1,,0.25,0.5,0.75,0.25,0.25,,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.5,1,1,1,0.75,,1,,0.75,1,,,1,1,1,,1,1,0.75,,1,1,,1,
1,35-44,male,0.833000004,0.833000004,0.666999996,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.5,,,,,,,,,,,,,,,0.75
23,35-44,male,0.681217391,0.579782608,0.543652172,0.291749999,0.571571427,,1,0.25,0.75,0.75,0.75,,0.75,0.5,1,,,,0.75,0.75,0.75,0.75,0.5,0.5,,0.75,,,,0.75,0.75,,0.75,1,0.5,1,,,0.5,0.75,,0.5,,0.75,,,0.75,0.75,,0.5,0.75,0.5,0.5,0.75,0.75,,,0.5,0.5,,,0.5,0.5,0.75,0.5,,0.5,,0.75,,,,,0.75,,1,0.75,,,0.5,,,0.5,0.25,0.5
54,25-34,male,0.632648149,0.583277778,0.67275926,0.187375002,0.793034484,1,1,0.75,0.75,0.5,0.75,1,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.875,0.75,0.75,0.75,0.625,0.625,0.5,0.75,0.5,0.625,0.75,0.5,0.75,0.375,0.375,1,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.875,0.625,0.5,0.75,0.5,0.75,0.25,0.5,0.75,0.75,0.875,1,0.875,0.25,0.375,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.125,0.25,0.375,0.5,0.5,0.625,0.375,0.75,1,0.5,0.5,0.5,0.75,0.625,0.5,0.5,0.75
6,35-44,female,0.583499998,0.555666665,0.638999999,0.444333335,0.61133333,,,0.5,,,,,0.75,,,,1,0.75,,,,,,1,,,,,,1,,,,,,,,,,,,,,0.75,,1,,0.75,,,,,0.75,,,0.75,1,,,,,,,1,,0.75,,,0.75,,,,,0.75,,,,,0.75,,,,,,1
14,25-34,male,0.630999999,0.607071429,0.654857142,0.5,0.680500001,,1,,,,1,1,0.75,,,0.75,1,,1,0.75,0.75,0.75,0.75,0.75,0.5,,0.25,,0.5,,0.75,,,0.75,0.5,0.75,,,0.75,0.5,,0.75,,,0.5,0.5,1,0.5,,0.5,0.75,,,,,,0.75,0.5,,0.75,0,,,0,,,,0.5,,,,,,1,0.5,0.75,,,,0.25,0.75,,,0,0.5
48,25-34,male,0.569541665,0.527833333,0.520874999,0.333111114,0.496244445,0.75,0.5,0.5,0.375,0.333333333,0.5,0.75,0.5,0.583333333,0.5,0.625,0.25,0.5,0.75,0.75,0.75,0.625,0.375,0.75,0.583333333,0.375,0.75,0.625,0.75,0.75,0.75,0.5,0.375,0.625,0.75,0.5,0.5,0.5,0.5,0.375,0,0.375,0.5,0.375,0.625,0.5,0.75,0.5,0.666666667,0.625,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.375,0.625,0.375,0.75,0.375,0.5,0.5,0.375,0.5,0.375,0.5,0.5,0.416666667,0.375,0.5,0.75,0.625,0.625,0.5,0.5,0.625,0.375,0.75,0.5,0.5
49,45-54,male,0.717755101,0.666714285,0.656571427,0.051384614,0.626333332,0.25,0.75,0.666666667,0.75,0.75,0.875,0.875,1,0.625,0.75,0,0.375,1,0.75,0.75,0.5,0.875,0.75,0.666666667,0.75,0.375,0.75,0.666666667,0.25,0.25,0.666666667,0.375,0.75,0.5,0.375,0.75,0.375,0.5,0.5,0.5,0.5,0.5,0.375,0.25,0.375,0.5,0.583333333,0.5,0.875,0.583333333,0.5,0.25,0.5,0.583333333,0.75,0.625,0.25,0.375,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.125,0.75,0.375,0.25,0.75,0.5,0.666666667,0.5,0.75,0.583333333,0.25,0.75,0.625,0.5,0.375,0.5,0.375,0.75
46,25-34,male,0.300695653,0.318826087,0.391347826,0.343687501,0.210684208,0.25,0.5,0.25,0.875,0,1,0.75,0.875,0.25,1,0.75,0.5,0.125,0,0,0.25,0.75,0.75,0.25,0,0,0.125,0.25,0,0,,0,0,0,0.25,0.25,0,0.25,0,0,0.125,0.125,0,0,0,0,0.25,0.25,0.125,0,0,0.25,0,0,,0.25,0.5,0.5,0.25,0.25,0,0,0.125,0,,,0.125,0,0,,0,0,0,0,0,0.125,1,0.25,0.25,0,0,0,0.25,0,
5,35-44,male,0.533599997,0.466600001,0.633599997,0.666999996,0.6,,,,,,,,,,,,,0.75,,,,0.5,,,,,,,0.75,,,0,,,,,,0,,,,,,,,0.25,,0.25,,0.5,,,,,0.75,,,,0.25,,0.5,,,,,0.5,,0.25,,0.5,,,0.5,,,,,,,,,,,,
50,45-54,female,0.660139998,0.803280001,0.906580001,0.233533331,0.852627908,1,,0.75,0.625,0.75,0.875,,0.833333333,0.625,0.5,0.75,0.75,1,0.75,0.5,0.625,0.75,0.5,0.875,0.833333333,0.916666667,0.875,0.875,,1,1,0.875,0.875,0.875,0.75,1,0.75,0.875,1,0.916666667,0.833333333,0.5,1,0.75,1,0.75,0.875,0.5,0.75,0.875,0.625,0.875,0.75,0.75,0.625,0.75,0.375,0.625,,0.25,0.5,0.5,0.916666667,1,0.5,0.625,1,0.583333333,0.875,0.625,0.5,0.75,0.5,,0.75,0.875,1,,0.625,0.625,0.75,0.5,0.875,0.666666667,0.75
1,25-34,male,0.833000004,0.833000004,1,,0.666999996,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,45-54,female,0.61133333,0.611000001,0.666333338,0.416500002,0.61133333,,,,,,,,,,,,,,,,,1,,,,0.25,,,,0.25,,,,,,,,,,,,,,,0.75,,0.75,0.25,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,
110,35-44,male,0.443936364,0.368145455,0.371145455,0.694499999,0.427891892,0.6875,0.5,0.75,0.833333333,0.583333333,0.625,0.75,0.75,0.625,0.583333333,0.583333333,0.5,0.666666667,0.5,0.333333333,0.5,0.5,1,0.333333333,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.4375,0.375,0.5,0.5625,0.5,0.6875,,0.5,0.5625,0.625,0.5,0.75,0.75,0.583333333,0.5625,0.666666667,,0.5,0.5,0.5,0.5,0.666666667,0.583333333,0.875,0.5,0.5,0.625,0.5,0.583333333,0.75,0.75,0.625,0.75,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.45,0.5,0.5,0.75
4,25-34,male,0.541749999,0.416749999,0.5,0,0.833499998,,,0.75,,,,,,,,0,,,,,,,,0.75,,,,,,,0,,,,0.75,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.75,,,0.375,,,,,,0.5,,0.75,1,,,,,,,,,
39,45-54,male,0.359076922,0.346179487,0.465820513,0.439454545,0.39332,0.75,1,0.5,0.375,0.25,0.375,,,0.375,0.5,0.375,0.5,0.75,,0.75,0.75,0.5,,0.625,0.25,,0.25,0.375,,0,0,0.375,,0.125,0.25,,0.25,0.25,0.25,0.25,0.125,0.125,,,0.25,0.25,0.5,0.375,0.625,0.5,0.25,0.625,,0.75,0.75,0.25,,0.5,0.25,,0.375,0.25,0.25,0.25,0.625,0.375,0.75,0,0,0.125,0,0.5,0,0.375,0.25,0.25,0.75,0.25,0.5,0.75,0.75,,0.5,0.375,
2,25-34,male,0.75,0.75,0.75,0.666999996,0.666500002,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.75,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
24,35-44,female,0.590374999,0.534833332,0.673625,0.690428572,0.699933334,,,,0.5,,,0.75,0.75,0.5,0.75,0.5,0.25,,0.75,1,0.75,,0.75,0.5,1,0.75,0.75,0.75,,0.75,0.75,,0.75,1,0.5,1,0.75,0.75,,,0.75,0.5,0.75,0.5,,0.75,0.25,0.75,0.75,0.25,0.25,0.375,,0.75,0.5,0.5,,0.25,0.75,0.25,0.5,,1,,,0.25,0.75,0.25,,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.75
